code,link_sec,date,doc_title,link_eng,link_es
 PR-4660 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4660,18/11/30,Brasil. Propuesta de préstamo para el “Programa de Modernización y Fortalecimiento de los Servicios de Sanidad Agropecuaria e Inocuidad de Alimentos (PRODEFESA)”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-11011,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10816
 PR-4659 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4659,18/11/28,Nicaragua. Propuesta de préstamo para el proyecto “Diversificación de las Oportunidades Financieras para las Cadenas Productivas Rurales”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-11009,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10814
 PR-4658 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4658,18/11/27,"Regional. Propuesta de préstamo, financiamiento no reembolsable para inversión y cooperación técnica no reembolsable para la “Facilidad de Energía Sostenible Ampliada (FES-AMPLIADA) para el Caribe Oriental”",http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-11008,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10813
 PR-4657 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4657,18/11/27,Honduras. Propuesta de préstamo para el proyecto “Fortalecimiento Integral de la Red de Atención de Traumas y Urgencias de Tegucigalpa”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-11007,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10812
 PR-4656 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4656,18/11/27,Perú. Propuesta de préstamo para el “Programa de Acompañamiento a las Reformas para Incrementar la Productividad en el Perú”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-11006,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10811
 PR-4655 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4655,18/11/27,República Dominicana. Propuesta de préstamo para el “Programa de Expansión de Redes y Reducción de Pérdidas Técnicas Eléctricas en Distribución”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-11004,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10810
 PR-4654 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4654,18/11/27,Bolivia. Propuesta de préstamo para el “Programa de Agua y Saneamiento para Ciudades Intermedias y Menores”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-11003,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10809
 PR-4653 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4653,18/11/21,Uruguay. Propuesta de préstamo individual para el “Programa Financiero para el Desarrollo Productivo II”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-11002,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10807
 PR-4652 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4652,18/11/21,Honduras. Propuesta para un financiamiento no reembolsable para inversión para el “Programa de Electrificación Rural en Lugares Aislados”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-11001,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10806
 PR-4651 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4651,18/11/21,Brasil. Propuesta de préstamo individual para el “Proyecto de Modernización de la Gestión Fiscal del Estado de São Paulo – PROFISCO II-SP”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-11000,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10805
 PR-4650 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4650,18/11/21,Uruguay. Propuesta de préstamo para el “Programa de Gestión Presupuestaria y Financiera”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10999,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10804
 PR-4649 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4649,18/11/21,Panamá. Propuesta de préstamo para el “Programa Cuenca Urbana Resiliente”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10998,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10803
 PR-4648 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4648,18/11/20,Colombia. Propuesta de préstamo para el “Programa para la Mejora de la Conectividad y Digitalización de la Economía”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10997,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10802
 PR-4647 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4647,18/11/20,Paraguay. Propuesta de préstamo para el “Programa de Rehabilitación y Vivienda del Bañado Sur en Asunción (Barrio Tacumbú)”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10995,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10801
