code,link_sec,date,doc_title,link_eng,link_es
 PR-4143 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4143,14/5/06,Argentina. Propuesta de préstamo para el “Programa de Competitividad de Economías Regionales”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10269,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10117
 PR-4142 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4142,14/5/06,El Salvador. Propuesta de préstamo para el “Programa de Corredores Productivos”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10268,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10116
 PR-4141 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4141,14/4/22,Argentina. Propuesta de préstamo para el “Programa de Apoyo al Desarrollo Tecnológico de Mendoza”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10266,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10114
 PR-4140 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4140,14/4/15,Brasil. Propuesta de préstamo para el “Programa de Saneamiento Ambiental de CAESB”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10264,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10112
 PR-4139 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4139,14/4/08,Uruguay. Proyectos de Instalaciones Flotantes e Instalaciones Fijas de GNL del Plata. Nota de consulta,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-153287962-311,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-153287962-312
 PR-4138 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4138,14/4/08,Ecuador. Propuesta de préstamo para el “Programa de Reforzamiento del Sistema Nacional de Transmisión”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10263,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10111
 PR-4137 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4137,14/3/18,Panamá. Propuesta de préstamo para el “Programa de Electrificación Rural Sostenible - II”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10262,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10110
 PR-4136 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4136,14/3/13,Brasil. Propuesta de préstamo individual para el “Proyecto de Apoyo a la Modernización de la Gestión Hacendaria del Estado de Acre – PROMOFAZ (PROFISCO/AC)”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10261,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10109
 PR-4135 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4135,14/3/04,Uruguay. Propuesta de préstamo para el “Programa de Modernización de la Gestión Financiera Pública”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10260,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10108
 PR-4134 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4134,14/3/04,Colombia. Propuesta de préstamo para el proyecto “Impulso y Masificación de la Factura Electrónica en Colombia”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10259,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10107
 PR-4133 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4133,14/3/04,Colombia. Propuesta de préstamo para el “Proyecto de Eficiencia al Servicio del Ciudadano”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10258,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10106
 PR-4132 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4132,14/1/28,"Bolivia. Propuesta de préstamo para el proyecto “Mejoramiento del Acceso a Servicios de Salud en El Alto, Bolivia”",http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10256,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10104
 PR-4131 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4131,14/1/28,Jamaica. Propuesta de préstamo para el “Programa Fiscal Estructural para el Crecimiento Económico”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10255,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10103
 PR-4130 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4130,14/1/28,Jamaica. Propuesta de préstamo para el “Programa de Aumento de la Competitividad III”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10254,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10102
 PR-4129 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4129,14/1/22,Perú. Propuesta de préstamo para el proyecto “Danper Trujillo S.A.C”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-153287962-304,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-153287962-305
 PR-4128 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4128,14/1/14,Panamá. Propuesta de préstamo para el “Programa para la Mejora de la Estabilidad y la Transparencia Financiera y Fiscal”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10251,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10099
 PR-4127 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4127,13/12/17,Brasil. Propuesta de préstamo para el proyecto “Alianza con el Banco Pine para Líneas con Fines Ecológicos”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-153287962-302,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-153287962-303
 PR-4126 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4126,13/12/12,Brasil. Propuesta de préstamo individual para el “Programa de Modernización Integrada del Ministerio de Hacienda”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10246,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10094
 PR-4125 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4125,13/12/11,República Dominicana. Propuesta de préstamo para el “Programa de Financiamiento para el Desarrollo de las MIPYME”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10245,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10093
 PR-4124 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4124,13/12/05,Brasil. Propuesta de préstamo individual para el “Programa de Modernización de la Administración Fiscal de Amapá”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10238,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10086
 PR-4123 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4123,13/12/05,Ecuador. Propuesta de préstamo para el proyecto “Mejorando el Acceso a Financiamiento Productivo para Pequeños Agricultores de la Base de la Pirámide en Ecuador”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10237,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10085
 PR-4122-1 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4122-1,14/10/21,"Brasil. Préstamo 3139/OC-BR para el “Programa de Consolidación del Equilibrio Fiscal para la Mejora de la Prestación de los Servicios Públicos del Estado de Amazonas–PROCONFIS-AM”, aprobado mediante Resolución DE-213/13. Informe sobre el cumplimiento de las condiciones previas al desembolso del segundo y último tramo del financiamiento",http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10337,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10183
 PR-4121 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4121,13/12/03,Brasil. Propuesta de préstamo para el “Programa Paraná Seguro”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10234,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10082
 PR-4120 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4120,13/12/03,Bolivia. Propuesta de financiamiento de inversión no reembolsable para el “Programa de Electrificación Rural con Energía Renovable”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10233,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10081
 PR-4119-1 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4119-1,14/11/21,"Brasil. Préstamo 3138/OC-BR para el “Programa de Consolidación del Equilibrio Fiscal para el Desarrollo del Estado de Rio Grande do Sul II”, aprobado mediante Resolución DE-211/13. Informe sobre el cumplimiento de las condiciones previas al desembolso del segundo y último tramo del financiamiento",http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10368,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10214
 PR-4118 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4118,13/12/02,México. Propuesta de préstamo para el “Programa de Formación de Recursos Humanos Basada en Competencias”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10231,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10079
 PR-4117 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4117,13/12/02,Ecuador. Propuesta de préstamo para el “Programa de Apoyo a los Gobiernos Autónomos Descentralizados en Vialidad Provincial”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10230,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10078
 PR-4116 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4116,13/12/02,Paraguay. Propuesta de préstamo para el “Programa de Promoción de Inversiones”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10229,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10077
 PR-4115 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4115,13/12/02,Perú. Propuesta de “Préstamo Contingente para Emergencias por Desastres Naturales”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10228,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10076
 PR-4114 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4114,13/11/27,Colombia. Propuesta de préstamo para el proyecto “Apoyo a la Implementación de la Política Nacional Logística”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10227,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10075
 PR-4113 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4113,13/11/26,Brasil. Propuesta de préstamo para el “Programa Integrado de Inclusión Social y Recualificación Urbana Família Paranaense”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10226,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10074
 PR-4112 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4112,13/11/26,El Salvador. Propuesta de préstamo para el “Programa de Mejoramiento del Corredor Pacífico Mesoamericano”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10225,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10073
 PR-4111 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4111,13/11/26,México. Propuesta de préstamo para el “Programa para la Sostenibilidad de los Servicios de Agua Potable y Saneamiento en Comunidades Rurales IV”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10224,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10072
 PR-4110-6 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4110-6,19/1/25,"Haití. Informe de Fase de Consulta respecto al financiamiento no reembolsable 2552/GR-HA, 2779/GR-HA, 3132/GR-HA, 3384/GR-HA y 3623/GR-HA del “Programa de Infraestructura Productiva”. Solicitud MICI-BID- HA-2017-0114",http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-11035,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10837
 PR-4109 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4109,13/11/26,Brasil. Propuesta de préstamo para el “Programa de Inversión en Carreteras del Estado de São Paulo”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10222,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10070
 PR-4108 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4108,13/11/26,Jamaica. Propuesta de préstamo para el “Programa de Eficiencia del Sector Público”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10221,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10069
 PR-4107 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4107,13/11/25,"Ecuador. Propuesta de préstamo para el “Programa de Mejoramiento de la Función de Control de la Contraloría General del Estado""",http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10220,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10068
 PR-4106-2 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4106-2,13/12/17,Suriname. Propuesta de préstamo para el proyecto “Modernización de los Servicios Públicos Agropecuarios”. Versión aprobada,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10250,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10098
 PR-4105-2 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4105-2,13/12/09,Trinidad y Tobago. Propuesta de préstamo para el “Programa de Fomento de la Prestación de Servicios a Nivel Mundial”. Versión aprobada,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10244,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10092
 PR-4104 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4104,13/11/21,Trinidad y Tobago. Propuesta de préstamo para el “Programa de Mitigación y Drenaje de Inundaciones para la Ciudad de Puerto España”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10217,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10065
 PR-4103 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4103,13/11/20,Uruguay. Propuesta de préstamo individual para el “Programa de Mejoramiento de Barrios II”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10216,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10064
 PR-4102-2 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4102-2,13/12/06,República Dominicana. Propuesta de préstamo para el “Programa de Apoyo al Fortalecimiento Fiscal”. Versión aprobada,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10240,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10088
 PR-4101 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4101,13/11/19,República Dominicana. Propuesta de préstamo para el “Desarrollo Productivo y Competitividad de la Provincia de San Juan,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10214,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10062
 PR-4100-2 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4100-2,13/12/09,Guyana. Propuesta de préstamo para el proyecto “Fortalecimiento del Sector Ambiental - I”. Versión aprobada,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10242,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10090
 PR-4099 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4099,13/11/19,"Colombia. Propuesta de préstamo para el “Programa de Apoyo al Desarrollo Sostenible del Departamento Archipiélago de San Andrés, Providencia y Santa Catalina”",http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10212,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10060
 PR-4098 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4098,13/11/18,Suriname. Propuesta de préstamo para el proyecto “Política y Administración de Ingresos I”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10211,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10059
 PR-4097-1 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4097-1,18/7/27,Honduras. Préstamo 3103/BL HO para el proyecto “Apoyo a la Integración de Honduras en el Mercado Electrónico Regional” y financiamiento complementario para inversión no reembolsable para el “Apoyo a la Integración de Honduras en el Mercado Electrónico Regional y al Acceso de la Energía Renovable a la Red”. Propuesta de Modificación de las resoluciones DE 177/13 y DE-178/13,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10900,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10707
 PR-4096 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4096,13/11/12,Bolivia. Propuesta de préstamo para el “Programa de Agua Potable y Alcantarillado Periurbano – Fase II”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10208,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10056
 PR-4095 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4095,13/11/12,Colombia. Propuesta de préstamo para el “Programa de Apoyo a la Participación Privada en Infraestructura”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10207,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10055
 PR-4094 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4094,13/11/12,Nicaragua. Propuesta de “Préstamo Contingente para Emergencias por Desastres Naturales”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10206,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10054
 PR-4093 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4093,13/11/12,Regional. Propuesta de préstamo para el proyecto “Alianza con BAC para el Financiamiento de la Internacionalización de PYME”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-153287962-300,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-153287962-301
 PR-4092 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4092,13/11/12,Haití. Propuesta de financiamiento no reembolsable para el “Programa de Gestión de Recursos Hídricos de la Cuenca del Artibonito”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10205,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10053
 PR-4091 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4091,13/11/12,Perú. Propuesta de préstamo para el “Proyecto de Mejoramiento de los Servicios Estratégicos de Innovación Agraria del Programa Nacional de Innovación Agraria”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10204,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10052
 PR-4090-1 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4090-1,14/1/16,"México. Préstamo 3076A/OC-ME para el proyecto “Laudex – Expandiendo la Disponibilidad de Crédito Educativo en México”, aprobado mediante Resolución DE-156/13. Propuesta de modificación del préstamo",http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10253,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10101
 PR-4089-1 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4089-1,14/1/15,El Salvador. Propuesta de Línea de Crédito Contingente para la Sostenibilidad del Desarrollo para el Suministro de Liquidez Temporal al Sistema Financiero. Versión revisada,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10252,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10100
 PR-4088 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4088,13/11/05,Uruguay. Propuesta de préstamo para el “Programa de Fortalecimiento de la Dirección Nacional de Medio Ambiente y de la Gestión Ambiental del País”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10199,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10047
 PR-4087 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4087,13/11/05,Ecuador. Propuesta de préstamo para el “Programa de Electrificación Rural y Urbano-Marginal del Ecuador II”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10198,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10046
 PR-4086 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4086,13/11/05,Brasil. Propuesta de préstamo para el “Proyecto de Expansión y Mejoramiento de la Educación Infantil y la Enseñanza Fundamental en Florianópolis”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10197,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10045
 PR-4085 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4085,13/11/05,Haití. Propuesta de financiamiento no reembolsable para el proyecto “Apoyo al Sector Transporte de Haití-III”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10196,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10044
 PR-4084 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4084,13/11/05,Colombia. Propuesta de préstamo para el proyecto “Apoyo a la Implementación de la Política Nacional de Seguridad Vial”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10195,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10043
 PR-4083 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4083,13/10/31,Brasil. Propuesta de préstamo individual para el “Programa de Gestión Fiscal del Estado de Paraná – PROFISCO/PR”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10194,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10042
 PR-4082 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4082,13/10/29,Ecuador. Propuesta de préstamo para el “Programa de Mejoramiento de la Calidad de los Servicios Públicos”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10193,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10041
 PR-4081 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4081,13/10/29,Colombia. Propuesta de préstamo para “Promigas: Programa de Financiación No Bancaria Brilla”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10192,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10040
 PR-4080 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4080,13/10/29,Costa Rica. Propuesta de préstamo para el “Programa de Infraestructura de Transporte”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10191,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10039
 PR-4079 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4079,13/10/29,Nicaragua. Propuesta de préstamo para el “Programa para Fortalecer el Sector Eléctrico en Nicaragua”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10190,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10038
 PR-4078 ,http://sec.iadb.org/Site/Documents/DOC_Detail.aspx?pSecRegN=PR-4078,13/10/29,Brasil. Propuesta de préstamo para el “Programa de Acción para el Desarrollo del Turismo en el Estado de Paraíba (PRODETUR)”,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-1866733175-10189,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=EZSHARE-95269781-10037
